4	1	2.1
3.5	1	2.561
4	1	2.86
3.5	1	2.618
2.5	1	1.912
3	1	2.4
2	1	1.824
1.5	1	1
3	1	2.029
2.5	1	1.853
3	3	2.5
3.5	2	2.972
3.5	1	2
2.5	2	2.9
4	1	3
1	1	1
3	2	2.234
3.5	1	3.5
3.5	1	2.375
3	1	2.735
4	1	2.5
2.5	2	2.4
2	1	1.735
3.5	1	2.559
2.5	2	2.861
3.5	3	2.676
2	2	2.294
3	1	2.472
2.5	1	2.3
4	1	2.7
2	1	2.16
3.5	2	3.3
3	1	3
3.5	2	3
2.5	2	2.235
2.5	1	2.203
3.5	2	2.675
2.5	1	2.324
4	1	3
2.5	2	2.1
3.5	1	2.7
2.5	1	2.5
3	2	2.9
2.5	1	2.2
3.5	1	2.6
3.5	2	2.5
1	1	1.7
2.5	2	1.265
3.5	2	3.211
4	3	3.118
2	2	2.5
3.5	1	3.3
2.5	2	2.6
2	1	2.389
3.5	1	3.118
3.5	1	2.7
3.5	1	2.8
4	2	3.7
2.5	2	2.1
3.5	1	3.6
3	1	3
2	1	2
2	2	2
3	2	3
2	1	2.75
4	2	2.3
3.5	1	3.4
3	1	3
3.5	1	3.024
3	2	2.5
2	3	2.001
3.5	1	2.6
2.5	1	3.1
4	2	2.75
2.5	1	2
3.5	2	3.086
2.5	1	2.931
2	1	1.8
2	3	2.629
3	3	2.78
4	1	2.1
3.5	1	2.561
4	1	2.86
3.5	1	2.618
2.5	1	1.912
3	1	2.4
2	1	1.824
1.5	1	1
3	1	2.029
2.5	1	1.853
3	3	2.5
3.5	2	2.972
3.5	1	2
2.5	2	2.9
4	1	3
1	1	1
3	2	2.234
3.5	1	3.5
3.5	1	2.375
3	1	2.735
4	1	2.5
2.5	2	2.4
2	1	1.735
3.5	1	2.559
2.5	2	2.861
3.5	3	2.676
2	2	2.294
3	1	2.472
2.5	1	2.3
4	1	2.7
2	1	2.16
3.5	2	3.3
3	1	3
3.5	2	3
2.5	2	2.235
2.5	1	2.203
3.5	2	2.675
2.5	1	2.324
4	1	3
2.5	2	2.1
3.5	1	2.7
2.5	1	2.5
3	2	2.9
2.5	1	2.2
3.5	1	2.6
3.5	2	2.5
1	1	1.7
2.5	2	1.265
3.5	2	3.211
4	3	3.118
2	2	2.5
3.5	1	3.3
2.5	2	2.6
2	1	2.389
3.5	1	3.118
3.5	1	2.7
3.5	1	2.8
4	2	3.7
2.5	2	2.1
3.5	1	3.6
3	1	3
2	1	2
2	2	2
3	2	3
2	1	2.75
4	2	2.3
3.5	1	3.4
3	1	3
3.5	1	3.024
3	2	2.5
2	3	2.001
3.5	1	2.6
2.5	1	3.1
4	2	2.75
2.5	1	2
3.5	2	3.086
2.5	1	2.931
2	1	1.8
2	3	2.629
3	3	2.78
4	1	2.1
3.5	1	2.561
4	1	2.86
3.5	1	2.618
2.5	1	1.912
3	1	2.4
2	1	1.824
1.5	1	1
3	1	2.029
2.5	1	1.853
3	3	2.5
3.5	2	2.972
3.5	1	2
2.5	2	2.9
4	1	3
1	1	1
3	2	2.234
3.5	1	3.5
3.5	1	2.375
3	1	2.735
4	1	2.5
2.5	2	2.4
2	1	1.735
3.5	1	2.559
2.5	2	2.861
3.5	3	2.676
2	2	2.294
3	1	2.472
2.5	1	2.3
4	1	2.7
2	1	2.16
3.5	2	3.3
3	1	3
3.5	2	3
2.5	2	2.235
2.5	1	2.203
3.5	2	2.675
2.5	1	2.324
4	1	3
2.5	2	2.1
3.5	1	2.7
2.5	1	2.5
3	2	2.9
2.5	1	2.2
3.5	1	2.6
3.5	2	2.5
1	1	1.7
2.5	2	1.265
3.5	2	3.211
4	3	3.118
2	2	2.5
3.5	1	3.3
2.5	2	2.6
2	1	2.389
3.5	1	3.118
3.5	1	2.7
3.5	1	2.8
4	2	3.7
2.5	2	2.1
3.5	1	3.6
3	1	3
2	1	2
2	2	2
3	2	3
2	1	2.75
4	2	2.3
3.5	1	3.4
3	1	3
3.5	1	3.024
3	2	2.5
2	3	2.001
3.5	1	2.6
2.5	1	3.1
4	2	2.75
2.5	1	2
3.5	2	3.086
2.5	1	2.931
2	1	1.8
2	3	2.629
3	3	2.78
4	1	2.1
3.5	1	2.561
4	1	2.86
3.5	1	2.618
2.5	1	1.912
3	1	2.4
2	1	1.824
1.5	1	1
3	1	2.029
2.5	1	1.853
3	3	2.5
3.5	2	2.972
3.5	1	2
2.5	2	2.9
4	1	3
1	1	1
3	2	2.234
3.5	1	3.5
3.5	1	2.375
3	1	2.735
4	1	2.5
2.5	2	2.4
2	1	1.735
3.5	1	2.559
2.5	2	2.861
3.5	3	2.676
2	2	2.294
3	1	2.472
2.5	1	2.3
4	1	2.7
2	1	2.16
3.5	2	3.3
3	1	3
3.5	2	3
2.5	2	2.235
2.5	1	2.203
3.5	2	2.675
2.5	1	2.324
4	1	3
2.5	2	2.1
3.5	1	2.7
2.5	1	2.5
3	2	2.9
2.5	1	2.2
3.5	1	2.6
3.5	2	2.5
1	1	1.7
2.5	2	1.265
3.5	2	3.211
4	3	3.118
2	2	2.5
3.5	1	3.3
2.5	2	2.6
2	1	2.389
3.5	1	3.118
3.5	1	2.7
3.5	1	2.8
4	2	3.7
2.5	2	2.1
3.5	1	3.6
3	1	3
2	1	2
2	2	2
3	2	3
2	1	2.75
4	2	2.3
3.5	1	3.4
3	1	3
3.5	1	3.024
3	2	2.5
2	3	2.001
3.5	1	2.6
2.5	1	3.1
4	2	2.75
2.5	1	2
3.5	2	3.086
2.5	1	2.931
2	1	1.8
2	3	2.629
3	3	2.78
4	1	2.1
3.5	1	2.561
4	1	2.86
3.5	1	2.618
2.5	1	1.912
3	1	2.4
2	1	1.824
1.5	1	1
3	1	2.029
2.5	1	1.853
3	3	2.5
3.5	2	2.972
3.5	1	2
2.5	2	2.9
4	1	3
1	1	1
3	2	2.234
3.5	1	3.5
3.5	1	2.375
3	1	2.735
4	1	2.5
2.5	2	2.4
2	1	1.735
3.5	1	2.559
2.5	2	2.861
3.5	3	2.676
2	2	2.294
3	1	2.472
2.5	1	2.3
4	1	2.7
2	1	2.16
3.5	2	3.3
3	1	3
3.5	2	3
2.5	2	2.235
2.5	1	2.203
3.5	2	2.675
2.5	1	2.324
4	1	3
2.5	2	2.1
3.5	1	2.7
2.5	1	2.5
3	2	2.9
2.5	1	2.2
3.5	1	2.6
3.5	2	2.5
1	1	1.7
2.5	2	1.265
3.5	2	3.211
4	3	3.118
2	2	2.5
3.5	1	3.3
2.5	2	2.6
2	1	2.389
3.5	1	3.118
3.5	1	2.7
3.5	1	2.8
4	2	3.7
2.5	2	2.1
3.5	1	3.6
3	1	3
2	1	2
2	2	2
3	2	3
2	1	2.75
4	2	2.3
3.5	1	3.4
3	1	3
3.5	1	3.024
3	2	2.5
2	3	2.001
3.5	1	2.6
2.5	1	3.1
4	2	2.75
2.5	1	2
3.5	2	3.086
2.5	1	2.931
2	1	1.8
2	3	2.629
3	3	2.78
4	1	2.1
3.5	1	2.561
4	1	2.86
3.5	1	2.618
2.5	1	1.912
3	1	2.4
2	1	1.824
1.5	1	1
3	1	2.029
2.5	1	1.853
3	3	2.5
3.5	2	2.972
3.5	1	2
2.5	2	2.9
4	1	3
1	1	1
3	2	2.234
3.5	1	3.5
3.5	1	2.375
3	1	2.735
4	1	2.5
2.5	2	2.4
2	1	1.735
3.5	1	2.559
2.5	2	2.861
3.5	3	2.676
2	2	2.294
3	1	2.472
2.5	1	2.3
4	1	2.7
2	1	2.16
3.5	2	3.3
3	1	3
3.5	2	3
2.5	2	2.235
2.5	1	2.203
3.5	2	2.675
2.5	1	2.324
4	1	3
2.5	2	2.1
3.5	1	2.7
2.5	1	2.5
3	2	2.9
2.5	1	2.2
3.5	1	2.6
3.5	2	2.5
1	1	1.7
2.5	2	1.265
3.5	2	3.211
4	3	3.118
2	2	2.5
3.5	1	3.3
2.5	2	2.6
2	1	2.389
3.5	1	3.118
3.5	1	2.7
3.5	1	2.8
4	2	3.7
2.5	2	2.1
3.5	1	3.6
3	1	3
2	1	2
2	2	2
3	2	3
2	1	2.75
4	2	2.3
3.5	1	3.4
3	1	3
3.5	1	3.024
3	2	2.5
